ID,Title,Rating,ReleaseDate,Writers,Directors,Genre,Revenue,Runtime,PartialURL
4777,Donovan's Echo,PG-13,"Dec 31,9999","Jim Cliffe, Melodie Krieger",Jim Cliffe,"Drama, Mystery & Suspense, Science Fiction & Fantasy",0,95 minutes,donovans_echo
4778,Oy Vey! My Son Is Gay!!,PG-13,8/28/2009 0:00,"Evgeny Afineevsky, Joseph Goldman, Eugene Afineevsky","Evgeny Afineevsky, Eugene Afineevsky","Comedy, Gay & Lesbian","$87,154.00 ",91 minutes,oy_vey_my_son_is_gay
4779,House Of Good And Evil,NR,9/30/2013 0:00,Blu de Golyer,David Mun,"Horror, Mystery & Suspense",0,109 minutes,house_of_good_and_evil
4780,Secret Love (Bimilae),NR,3/24/2010 0:00,"Hyeong-jin Kwon, Ryoo Hoon-I, Park Heon-soo, Han Soo-ryeon, Ryu Hoon","Kwon Ji-yeon, Ryu Hoon","Art House & International, Drama",0,111 minutes,secret_love_2009
4781,Freaks Of Nature,R,10/29/2015 0:00,Oren Uziel,Robbie Pickering,"Comedy, Horror",0,92 minutes,freaks_of_nature
4782,No Letting Go,NR,3/24/2016 0:00,"Jonathan D. Bucari, Randi Silverman",Jonathan D. Bucari,Drama,0,104 minutes,no_letting_go
4783,Grimewave: Cockface 3 The Domination,NR,"Dec 31,9999",Matt Hanchey,Jason Matherne,Horror,0,83 minutes,grimewave_cockface_3_the_domination
4784,Waxie Moon In Fallen Jewel,NR,"Dec 31,9999","Wes Hurley, Marc Kenison",Wes Hurley,"Comedy, Drama, Science Fiction & Fantasy",0,99 minutes,waxie_moon_in_fallen_jewel_2013
4785,Ilo Ilo,NR,4/3/2014 0:00,Anthony Chen,Anthony Chen,Drama,0,99 minutes,ilo_ilo
4786,The Making Of A Lady,PG,"Dec 31,9999",Kate Brooke,Richard Curson Smith,"Drama, Television",0,96 minutes,the_making_of_a_lady_2014
4787,George for Real,NR,"Dec 31,9999",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,0,55 minutes,george_for_real
4788,ThanksKilling 3,NR,10/31/2012 0:00,"Jordan Downey, Kevin Stewart, Mike Will Downey, Kevin Stewart",Jordan Downey,"Comedy, Horror",0,95 minutes,thankskilling_3
4789,Take Shelter,R,9/29/2011 0:00,Jeff Nichols,Jeff Nichols,"Drama, Mystery & Suspense","$1,600,000.00 ",120 minutes,take_shelter
4790,Big In Japan,NR,2/19/2015 0:00,John Jeffcoat,John Jeffcoat,Comedy,0,100 minutes,big_in_japan
4791,Apocalypse Z (Zombie Massacre),NR,8/5/2013 0:00,NOT_AVAILABLE,"Luca Boni, Marco Ristori","Horror, Science Fiction & Fantasy",0,90 minutes,apocalypse_z
4792,TINY: A Story About Living Small,NR,3/8/2013 0:00,Merete Mueller,"Christopher Smith, Merete Mueller","Documentary, Special Interest",0,62 minutes,tiny_a_story_about_living_small
4793,My Little Pony: Equestria Girls - Rainbow Rocks,NR,9/26/2014 0:00,"Megan Mccarthy, Meghan McCarthy","Jayson Thiessen, Ishi Rudell","Action & Adventure, Animation, Comedy",0,75 minutes,my_little_pony_equestria_girls_rainbow_rocks
4794,Boyhood,R,7/10/2014 0:00,Richard Linklater,Richard Linklater,Drama,0,165 minutes,boyhood
4795,A Liar's Autobiography - The Untrue Story of Monty Python's Graham Chapman,R,11/1/2012 0:00,Graham Chapman,"Bill Jones, Ben Timlett, Jeff Simpson (II), Bill Jones","Animation, Art House & International, Comedy",0,82 minutes,a_liars_autobiography_the_untrue_story_of_monty_pythons_graham_chapman
4796,Beyond The Trophy,R,8/31/2012 0:00,Daniel J. Gillin,Daniel J. Gillin,"Action & Adventure, Drama",0,99 minutes,beyond_the_trophy
4797,Arukana (Arcana),NR,"Dec 31,9999","Shotaro Oikawa, Yoshitaka Yamaguchi","Takashi Miike, Yoshitaka Yamaguchi","Horror, Mystery & Suspense",0,89 minutes,arukana
4798,Return,NR,2/9/2012 0:00,Liza Johnson,"Damani Baker, Liza Johnson","Action & Adventure, Drama","$6,717.00 ",97 minutes,return_2012
4799,Pawn Shop,NR,"Dec 31,9999","Alex J. Smith, Leonard J. Harris",Parrish Redd,Comedy,0,105 minutes,pawn_shop_2012
4800,Free Birds,PG,10/31/2013 0:00,"Scott Mosier, Jimmy Hayward, John J. Strauss",Jimmy Hayward,"Animation, Comedy, Kids & Family",0,90 minutes,free_birds_2013
4801,Sample This,NR,9/12/2013 0:00,Dan Forrer,Dan Forrer,"Documentary, Musical & Performing Arts",0,85 minutes,sample_this
4802,Take Me To The River,NR,3/17/2016 0:00,Matt Sobel,Matt Sobel,Drama,"$27,938.00 ",84 minutes,take_me_to_the_river_2016
4803,Bad Reception,NR,"Dec 31,9999",NOT_AVAILABLE,"Mark Alexander Todd,  Mark A. Todd","Drama, Horror, Mystery & Suspense",0,82 minutes,bad_reception
4804,The Peanuts Movie,G,11/5/2015 0:00,"Charles M. Schulz, Craig Schulz, Cornelius Uliano, Bryan Schulz",Steve Martino,"Animation, Kids & Family",0,92 minutes,the_peanuts_movie
4805,We Are Your Friends,R,8/27/2015 0:00,"Max Joseph, Meaghan Oppenheimer",Max Joseph,Drama,0,96 minutes,we_are_your_friends_2015
4806,Drew: The Man Behind The Poster,NR,8/15/2013 0:00,"Erik Sharkey, Yuriko Hirohata, Charles Ricciardi",Erik Sharkey,"Documentary, Musical & Performing Arts, Special Interest","$3,078.00 ",96 minutes,drew_the_man_behind_the_poster
4807,Rage,NR,7/10/2014 0:00,"Jim Agnew, Sean Keller",Paco Cabezas,"Action & Adventure, Mystery & Suspense",0,98 minutes,tokarev_2014
4808,L.A. Slasher,R,6/25/2015 0:00,"Owen Martin, Abigail Wright, Elizabeth Morris",Owen Martin,"Comedy, Science Fiction & Fantasy","$2,421.00 ",86 minutes,la_slasher
4809,Lemon,NR,11/30/2011 0:00,NOT_AVAILABLE,"Beth Levison, Laura Brownson","Documentary, Drama, Special Interest, Romance",0,100 minutes,lemon
4810,Sherlock Jr.,NR,4/20/1924 0:00,"Clyde Bruckman, Jean Havez, Joseph Mitchell",Buster Keaton,"Action & Adventure, Classics, Comedy, Kids & Family, Science Fiction & Fantasy",0,45 minutes,sherlock-jr
4811,Jerusalem,NR,9/19/2013 0:00,Daniel Ferguson,Daniel Ferguson,"Documentary, Special Interest",0,45 minutes,jerusalem_2013
4812,Red Knot,NR,12/4/2014 0:00,Scott Cohen,Scott Cohen,Drama,0,80 minutes,red_knot
4813,Blood Feud,R,2/21/1980 0:00,Lina Wertmüller,Lina Wertmüller,"Art House & International, Comedy, Drama, Mystery & Suspense",0,112 minutes,blood_feud
4814,The Seasoning House,NR,"Dec 31,9999","Paul Hyett, Conal Palmer",Paul Hyett,"Action & Adventure, Drama, Horror",0,94 minutes,the_seasoning_house_2012
4815,"Monster High: Boo York, Boo York",NR,"Dec 31,9999",Keith Wagner,William Lau,NOT_AVAILABLE,0,72 minutes,monster_high_boo_york_boo_york
4816,Choy Lee Fut,PG-13,4/6/2011 0:00,NOT_AVAILABLE,"Ming-Sing Wong, Wong Ming-Sing","Action & Adventure, Art House & International",0,92 minutes,choy_lee_fut
4817,Project Nim,PG-13,7/7/2011 0:00,NOT_AVAILABLE,James Marsh,"Art House & International, Documentary","$410,077.00 ",99 minutes,project_nim
4818,Glitch in the Grid,NR,10/19/2011 0:00,Eric Leiser,Eric Leiser,Drama,0,82 minutes,glitch_in_the_grid
4819,Safe,R,4/26/2012 0:00,Boaz Yakin,Boaz Yakin,"Action & Adventure, Drama","$17,120,019.00 ",94 minutes,safe_2011
4820,Kill Your Darlings,R,10/15/2013 0:00,"John Krokidas, Austin Bunn",John Krokidas,"Drama, Mystery & Suspense, Romance",0,100 minutes,kill_your_darlings_2013
4821,Pompeii,PG-13,2/20/2014 0:00,"Lee Batchler, Janet Scott Batchler, Michael Robert Johnson, Janet Scott Batchelor, Lee Batchelor",Paul W.S. Anderson,"Action & Adventure, Drama, Mystery & Suspense",0,105 minutes,pompeii_2013
4822,Leprechaun: Origins,R,8/21/2014 0:00,"Matt Venne, Harris Wilkinson","Zack Lipovsky, Zach Lipovsky",Horror,0,90 minutes,leprechaun_origins
4823,Garbage,NR,5/6/2013 0:00,Phil Volken,Phil Volken,"Comedy, Drama",0,82 minutes,garbage_2013
4824,Macbeth,R,12/3/2015 0:00,"Todd Louiso, Jacob Koskoff, Michael Lesslie",Justin Kurzel,"Art House & International, Drama",0,113 minutes,macbeth_2015
4825,Blood,NR,8/8/2013 0:00,"Bill Gallagher, Bill Gallagher",Nick Murphy,Mystery & Suspense,0,92 minutes,blood_2012
4826,The Damned: Don't You Wish That We Were Dead,NR,"Dec 31,9999",Wes Orshoski,Wes Orshoski,Documentary,0,110 minutes,the_damned_dont_you_wish_that_we_were_dead
4827,King of the Underworld,NR,"Dec 31,9999","Vincent Sherman, George Bricker",Lewis Seiler,"Classics, Drama",0,69 minutes,king_of_the_underworld
4828,Last Weekend,NR,8/28/2014 0:00,Tom Dolby,"Tom Williams, Tom Dolby",Comedy,"$2,661.00 ",94 minutes,last_weekend
4829,House of Versace,NR,"Dec 31,9999",Rama Laurie Stagner,Sara Sugarman,Drama,0,90 minutes,house_of_versace_2013
4830,Bad Boy Street,NR,7/18/2012 0:00,"Todd Verow, Jim Dwyer",Todd Verow,Drama,0,80 minutes,bad_boy_street
4831,Larry Crowne,PG-13,6/30/2011 0:00,"Tom Hanks, Nia Vardalos",Tom Hanks,"Comedy, Drama","$35,565,975.00 ",99 minutes,larry_crowne
4832,New Year's Eve,PG-13,12/8/2011 0:00,Katherine Fugate,Garry Marshall,"Comedy, Romance","$54,538,013.00 ",117 minutes,new_years_eve_2011
4833,On the Road,R,12/20/2012 0:00,Jose Rivera,Walter Salles,"Action & Adventure, Drama",0,124 minutes,on_the_road
4834,Primitive,R,"Dec 31,9999",NOT_AVAILABLE,Benjamin Cooper,Horror,0,85 minutes,primitive
4835,Bindlestiffs,R,6/18/2012 0:00,"Andrew Edison, Luke Loftin",Andrew Edison,Comedy,0,80 minutes,bindlestiffs_2013
4836,Sound of My Voice,R,4/26/2012 0:00,"Brit Marling, Zal Batmanglij",Zal Batmanglij,"Drama, Mystery & Suspense","$300,000.00 ",85 minutes,sound_of_my_voice
4837,Entity,NR,4/8/2013 0:00,Steve Stone,Steve Stone,Horror,0,93 minutes,entity_2012
4838,Eaters,R,"Dec 31,9999",Johnny Tabor,Johnny Tabor,Horror,0,90 minutes,
4839,An Invisible Sign,PG-13,5/5/2011 0:00,"Michael Ellis, Pamela Falk, Michael Ellis",Marilyn Agrelo,"Comedy, Drama",0,96 minutes,an_invisible_sign
4840,Hero of the Day,NR,"Dec 31,9999",Christopher Allen Nelson,Edward Conna,Drama,0,95 minutes,hero_of_the_day
4841,The Banshee Chapter,R,1/9/2014 0:00,"Blair Erickson, Daniel J. Healy",Blair Erickson,"Horror, Mystery & Suspense",0,87 minutes,the_banshee_chapter
4842,We Come as Friends,PG-13,8/13/2015 0:00,Hubert Sauper,Hubert Sauper,"Documentary, Special Interest",0,110 minutes,we_come_as_friends
4843,Santa Claws,NR,"Dec 31,9999",Anna Rasmussen,Glenn R. Miller,Kids & Family,0,86 minutes,santa_claws_2014
4844,A Song to Remember,NR,12/31/1944 0:00,"Ernst Marischka, Sidney Buchman",Charles Vidor,"Classics, Drama, Musical & Performing Arts",0,113 minutes,song_to_remember
4845,Heaven with a Gun,R,4/30/1969 0:00,Richard Carr,Lee H. Katzin,"Action & Adventure, Classics, Western",0,101 minutes,heaven-with-a-gun
4846,She's Funny That Way,R,8/20/2015 0:00,"Peter Bogdanovich, Louise Stratten",Peter Bogdanovich,Comedy,0,93 minutes,shes_funny_that_way
4847,Beautiful Boy,R,6/2/2011 0:00,"Shawn Ku, Michael Armbruster",Shawn Ku,Drama,"$77,247.00 ",100 minutes,beautiful_boy
4848,NightLights,NR,8/14/2014 0:00,"Nick Izzo, Adam Dick",David Midell,"Drama, Romance",0,96 minutes,nightlights
4849,Stand Off,R,2/21/2013 0:00,Chris R. Notarile,Chris R. Notarile,"Comedy, Drama, Mystery & Suspense",0,89 minutes,stand_off_2013
4850,He Named Me Malala,PG-13,10/1/2015 0:00,NOT_AVAILABLE,Davis Guggenheim,Documentary,0,87 minutes,he_named_me_malala
4851,The Four Warriors,NR,"Dec 31,9999",Christopher Dane,Phil Hawkins,Action & Adventure,0,91 minutes,the_four_warriors
4852,Doctors Of The Dark Side,NR,"Dec 31,9999",Mark Jonathan Harris,Martha Davis,"Documentary, Special Interest",0,74 minutes,doctors_of_the_dark_side
4853,The Yank,PG,"Dec 31,9999",Sean Lackey,Sean Lackey,Comedy,0,100 minutes,the_yank
4854,The Pirate Fairy,G,2/12/2014 0:00,"Kate Kondell, Jeffrey M. Howard",Peggy Holmes,"Animation, Kids & Family, Science Fiction & Fantasy",0,78 minutes,the_pirate_fairy_2014
4855,"Edward, My Son",NR,5/31/1949 0:00,"Robert Morley, Donald Ogden Stewart, Noel Langley",George Cukor,"Classics, Drama",0,112 minutes,edward-my-son
4856,Footloose,PG-13,10/13/2011 0:00,"Craig Brewer, Dean Pitchford",Craig Brewer,"Comedy, Drama, Musical & Performing Arts","$51,780,537.00 ",113 minutes,footloose-2010
4857,Doonby,PG-13,10/31/2013 0:00,Peter M. MacKenzie,Peter M. MacKenzie,"Drama, Mystery & Suspense",0,104 minutes,doonby_2012
4858,Breaking Wind,R,3/26/2012 0:00,NOT_AVAILABLE,Craig Moss,Comedy,0,82 minutes,breaking_wind_2012
4859,Hollywood Sex Wars,R,"Dec 31,9999",Paul Sapiano,Paul Sapiano,Comedy,0,98 minutes,hollywood_sex_wars_2011
4860,Arcadia,NR,"Dec 31,9999",Olivia Silver,Olivia Silver,Drama,0,91 minutes,arcadia_2013
4861,The Dawn Patrol (Flight Commander),NR,8/19/1930 0:00,"Howard Hawks, Seton I. Miller, Dan Totheroh, Ewart Adamson, John Monk Saunders",Howard Hawks,"Action & Adventure, Classics, Drama",0,82 minutes,the_dawn_patrol
4862,Memphis,NR,9/4/2014 0:00,Tim Sutton,Tim Sutton,Drama,0,84 minutes,memphis_2013
4863,The Taking Of Deborah Logan,R,10/20/2014 0:00,NOT_AVAILABLE,Adam Robitel,Horror,0,90 minutes,the_taking_of_deborah_logan_2014
4864,Fenced Off,NR,"Dec 31,9999","Brad Wise, Isaac Stambaugh",Brad Wise,Drama,0,78 minutes,fenced_off
4865,Wrong Turn 6: Last Resort,R,"Dec 31,9999",Frank H. Woodward,Valeri Milev,Horror,0,91 minutes,wrong_turn_6_last_resort
4866,Care Bears: Belly Badge Rock,G,"Dec 31,9999",NOT_AVAILABLE,NOT_AVAILABLE,Kids & Family,0,66 minutes,care_bears_belly_badge_rock
4867,Peeples,PG-13,5/9/2013 0:00,Tina Gordon Chism,Tina Gordon Chism,Comedy,"$9,123,834.00 ",94 minutes,peeples
4868,Sledge,NR,"Dec 31,9999",NOT_AVAILABLE,"Kristian Hanson, John B. Sovie II",Horror,0,75 minutes,sledge_2013
4869,Kill the Messenger,R,10/9/2014 0:00,"Gary Webb, Peter Landesman, Nick Schou, Gary Webb",Michael Cuesta,"Drama, Mystery & Suspense","$2,445,646.00 ",112 minutes,kill_the_messenger_2015
4870,Cloned: The Recreator Chronicles,NR,4/22/2012 0:00,NOT_AVAILABLE,Gregory Orr,"Drama, Mystery & Suspense, Science Fiction & Fantasy",0,90 minutes,cloned_the_recreator_chronicles
4871,13,R,10/27/2011 0:00,"Géla Babluani, Gregory J. Pruss, Greg Pruss",Géla Babluani,"Drama, Mystery & Suspense",0,97 minutes,13-2010
4872,Going Home,PG,12/31/1971 0:00,Lawrence B. Marcus,Herbert B. Leonard,"Classics, Documentary, Drama, Special Interest",0,97 minutes,going-home1971
4873,Half of a Yellow Sun,R,5/15/2014 0:00,Biyi Bandele,Biyi Bandele,Drama,"$53,645.00 ",113 minutes,half_of_a_yellow_sun
4874,The Levenger Tapes,R,8/31/2011 0:00,Mark Edwin Robinson,Mark Edwin Robinson,Mystery & Suspense,0,90 minutes,the_levenger_tapes
4875,3 Geezers!,PG-13,5/21/2013 0:00,"Tony Cummings, Anthony Cummings, Randle Schumacher, Eric Radzan",Michelle Schumacher,Comedy,0,81 minutes,3_geezers
4876,1001 Grams,NR,5/7/2015 0:00,Bent Hamer,Bent Hamer,Drama,0,93 minutes,1001_grams
4877,Casting Couch,NR,3/11/2013 0:00,Jason Lockhart,Jason Lockhart,Comedy,0,93 minutes,casting_couch_2012
4878,Badge of Honor,NR,"Dec 31,9999","Agustin, Kevin Barrett, Nick Montalvo, Anthony Thorne",Agustin,"Action & Adventure, Mystery & Suspense",0,94 minutes,badge_of_honor_2016
4879,God's Not Dead 2,PG,3/31/2016 0:00,"Chuck Konzelman, Cary Solomon",Harold Cronk,Drama,0,120 minutes,gods_not_dead_2
4880,Edie & Thea: A Very Long Engagement,NR,"Dec 31,9999",NOT_AVAILABLE,"Gréta Olafsdóttir, Susan Muska","Documentary, Drama, Special Interest",0,67 minutes,edie-and-thea-a-very-long-engagement
4881,The Humbling,R,1/22/2015 0:00,"Buck Henry, Michal Zebede, Michael Zebede",Barry Levinson,Drama,0,102 minutes,the_humbling
4882,The Watchers: Revelation,NR,"Dec 31,9999",NOT_AVAILABLE,Tom Dallis,"Drama, Science Fiction & Fantasy",0,0,the_watchers_revelation
4883,Raven's Touch,NR,"Dec 31,9999",Dreya Weber,"Dreya Weber, Marina Rice Bader",Drama,0,0,ravens_touch
4884,The Single Moms Club,PG-13,3/13/2014 0:00,Tyler Perry,Tyler Perry,"Comedy, Drama","$15,986,272.00 ",111 minutes,the_single_moms_club
4885,Hate Crime,NR,10/14/2013 0:00,"James Cullen Bressack, Jarret Cohen",James Cullen Bressack,"Action & Adventure, Horror, Mystery & Suspense",0,73 minutes,hate_crime_2012
4886,The Happy Poet,NR,3/21/2013 0:00,Paul Gordon,Paul Gordon,"Comedy, Drama, Romance",0,85 minutes,the_happy_poet
4887,Full Circle,NR,"Dec 31,9999",Solvan Naim,"Solvan Naim, Olli Koivula","Action & Adventure, Comedy",0,84 minutes,
4888,Corpo Celeste,NR,6/7/2012 0:00,Alice Rohrwacher,Alice Rohrwacher,"Art House & International, Comedy, Documentary, Drama, Special Interest, Faith & Spirituality","$7,665.00 ",100 minutes,corpo_celeste
4889,Rose Marie,G,1/31/1936 0:00,"Frances Goodrich, Albert Hackett, Alice Duer Miller",W.S. Van Dyke,"Action & Adventure, Classics, Comedy, Drama, Musical & Performing Arts, Western, Romance",0,112 minutes,rose_marie_1936
4890,A Woman,NR,"Dec 31,9999",Giada Colagrande,Giada Colagrande,Drama,0,97 minutes,a_woman_2010
4891,Le Grand Blond avec Une Chaussure Noire (The Tall Blond Man with One Black Shoe),PG,8/29/1973 0:00,"Yves Robert, Francis Veber",Yves Robert,"Art House & International, Comedy, Mystery & Suspense",0,90 minutes,tall_blond_man_with_one_black_shoe
4892,Extraordinary Tales,NR,10/22/2015 0:00,"Raul Garcia, Stephan Roelants",Raul Garcia,"Animation, Art House & International, Mystery & Suspense",0,70 minutes,extraordinary_tales
4893,Beats Rhymes & Life: The Travels of a Tribe Called Quest,R,7/7/2011 0:00,NOT_AVAILABLE,Michael Rapaport,"Documentary, Musical & Performing Arts","$1,000,000.00 ",98 minutes,beats_rhymes_and_life_the_travels_of_a_tribe_called_quest
4894,Rising Tides,NR,"Dec 31,9999","Michele Loschiavo, Jason Auerbach","Scott Duthie, Jason Auerbach",Documentary,0,89 minutes,rising_tides
4895,The Magic Flute,G,9/6/2006 0:00,"Stephen Fry, Kenneth Branagh, Emanuel Schikaneder",Kenneth Branagh,Musical & Performing Arts,0,139 minutes,magic_flute
4896,Zipper,R,8/27/2015 0:00,"Joel Viertel, Mora Stephens",Mora Stephens,"Drama, Mystery & Suspense",0,103 minutes,zipper
4897,Shaolin,R,9/8/2011 0:00,"Alan Yuen, Zhang Tan, Chan Kam Cheong, Cheung Chi-Kwong, Wang Qiuyu",Benny Chan,"Action & Adventure, Drama",0,131 minutes,shaolin
4898,Bilal's Stand,NR,"Dec 31,9999",Sultan Sharrief,Sultan Sharrief,Drama,0,99 minutes,bilals-stand
4899,Sniper: Legacy,R,9/29/2014 0:00,"Don Michael Paul, John Fasano",Don Michael Paul,Action & Adventure,0,97 minutes,sniper_legacy_2014
4900,Je'Caryous Johnson's Love Overboard,NR,10/1/2012 0:00,NOT_AVAILABLE,Je'Caryous Johnson,Comedy,0,110 minutes,jecaryous_johnsons_love_overboard
4901,Very Good Girls,R,7/24/2014 0:00,Naomi Foner,Naomi Foner,Drama,0,91 minutes,very_good_girls
4902,"Angel, Angel, Down We Go",R,"Dec 31,9999",Robert Thom,Robert Thom,Drama,0,93 minutes,angel-angel-down-we-go
4903,Born To Be Blue,R,3/24/2016 0:00,Robert Budreau,Robert Budreau,"Art House & International, Drama, Musical & Performing Arts","$800,551.00 ",98 minutes,born_to_be_blue
4904,Young Ideas,NR,"Dec 31,9999",NOT_AVAILABLE,Jules Dassin,Comedy,0,77 minutes,young_ideas_2012
4905,House of Pleasures,NR,11/24/2011 0:00,Bertrand Bonello,Bertrand Bonello,Drama,"$19,327.00 ",125 minutes,house_of_pleasures
4906,Earth to Echo,PG,7/1/2014 0:00,Henry Gayden,Dave Green,Action & Adventure,0,89 minutes,earth_to_echo
4907,The Big Fix,NR,11/10/2011 0:00,Johnny O'Hara,"Rebecca Harrell, Joshua Tickell, Josh Tickell","Documentary, Special Interest",0,112 minutes,the_big_fix
4908,Guns for Hire,NR,"Dec 31,9999",Donna Robinson,Donna Robinson,NOT_AVAILABLE,0,83 minutes,guns_for_hire_2015
4909,The Shock Labyrinth 3d (senritsu Meikyu 3d),NR,"Dec 31,9999",Daisuke Hosaka,Takashi Shimizu,"Art House & International, Horror, Mystery & Suspense",0,88 minutes,the_shock_labyrinth_3d
4910,A Company Man,NR,"Dec 31,9999",Sang-yoon Lim,Sang-yoon Lim,"Action & Adventure, Drama, Mystery & Suspense",0,96 minutes,a_company_man
4911,7 Chinese Brothers,NR,8/27/2015 0:00,Bob Byington,Bob Byington,Comedy,0,76 minutes,7_chinese_brothers
4912,River,NR,6/23/2016 0:00,Jamie M. Dagg,Jamie M. Dagg,"Art House & International, Mystery & Suspense",0,95 minutes,river_2016
4913,Cop Car,R,8/6/2015 0:00,"Jon Watts, Christopher Ford",Jon Watts,Mystery & Suspense,"$128,002.00 ",86 minutes,cop_car
4914,The Murders of Brandywine Theater,NR,10/15/2015 0:00,Larry Longstreth,Larry Longstreth,"Drama, Horror, Kids & Family",0,71 minutes,the_murders_of_brandywine_theater
4915,Old 37,NR,9/28/2015 0:00,"Joe Landes, Paul Travers",Alan Smithee,Horror,0,84 minutes,old_37
4916,Mr. Right,NR,"Dec 31,9999","Dominic L. Santana, Dominic Santana",Roger Melvin,Comedy,0,120 minutes,mr_right_2015
4917,Hemel,NR,"Dec 31,9999",Helena van der Meulen,Sacha Polak,Drama,0,84 minutes,hemel
4918,Ten,NR,"Dec 31,9999",NOT_AVAILABLE,"Michael J. Epstein, Sophia Cacciola","Action & Adventure, Mystery & Suspense",0,83 minutes,
4919,Everywhen,NR,"Dec 31,9999",NOT_AVAILABLE,Jarand Breian Herdal,"Mystery & Suspense, Science Fiction & Fantasy",0,70 minutes,everywhen
4920,Lost Angels: Skid Row Is My Home,NR,12/6/2012 0:00,Christine Triano,Thomas Napper,"Documentary, Special Interest","$11,488.00 ",76 minutes,lost_angels_skid_row_is_my_home
4921,Filly Brown,R,4/18/2013 0:00,Youssef Delara,"Michael D. Olmos, Youssef Delara",Drama,"$2,818,020.00 ",100 minutes,filly_brown_2012
4922,Ex inferis (Back From Hell),NR,"Dec 31,9999",NOT_AVAILABLE,Leonardo Araneo,"Art House & International, Horror, Mystery & Suspense",0,97 minutes,ex_inferis
4923,Night Of The Tentacles,NR,"Dec 31,9999",Dustin W. Mills,Dustin W. Mills,Horror,0,90 minutes,night_of_the_tentacles_2011
4924,"Snowflake, the White Gorilla",PG,"Dec 31,9999","Albert Val, Amèlia Mora",Andrés G. Schaer,"Animation, Drama, Kids & Family",0,90 minutes,snowflake_the_white_gorilla_2013
